Date,Food and non-alcoholic beverages,Alcohol and tobacco,Clothing and footwear,Housing excluding household energy,"Furnishings, household equipment and services",Health,Transport excluding automotive fuel,Communication,Recreation and culture,Education,Insurance and financial services,Energy
2005-09-30,4.020147957766014,1.8409779007866995,-2.2462746627890633,3.18372891041765,-0.635244512871855,0.10967782106457291,-0.2486846678205151,-2.0445135490408246,-0.03692546862608859,5.286282458954996,1.9062233717410964,8.28060689623097
2005-12-31,6.218326596090458,2.4279237691237237,-1.6960320785861631,3.1751357655995505,-0.185949935954276,0.7815143617467215,1.0266807069751358,-1.3974601538241327,-0.0399200487391419,5.75073045424552,3.059243335019776,8.195947325582766
2006-03-31,8.009749396071138,4.252355664079467,1.2030291186782998,3.0305002766378597,1.5841450672236688,6.247096923096286,2.844206126268519,1.6183438091608946,2.70590539732137,9.479412971765424,0.018763476779227073,12.304206321702551
2006-06-30,7.871843039399808,3.836354642792292,2.3570985433608795,3.9090084223056425,2.102138422106883,5.127898286833172,2.123354344996144,1.1816866051898252,1.1956694474888665,6.801592432917506,1.5791253031403514,13.821102196652738
2006-09-30,7.4087271298097175,3.7437583969796737,1.8705039223706956,4.353817804386232,4.1881298287985365,6.032613388397598,3.1325903247441307,2.0366916029950994,2.8381836116630894,5.415002533148208,1.0082029794627367,15.733992322922447
2006-12-31,5.639900217845311,4.155727132404466,-0.11998021962651562,3.7442441086704843,1.9081714742159588,6.2443505761912155,3.0781530748145824,1.8204087017849084,2.4374977074278337,4.434611584763621,1.6376581587862284,13.033180261889969
2007-03-31,4.605902902127788,3.7572344294249067,0.5403060785283813,4.080526877108965,2.2112614517918363,5.454479987030366,2.58970306381934,0.2164210633850212,1.6536714892299793,3.0404803352390317,1.0258265396432253,10.16519374705138
2007-06-30,5.437110162345168,3.3525736803724966,2.0467901757327027,4.421070180850195,4.268971485835896,5.693849073970663,2.7509673977594407,0.45925523371240495,1.6671459270612783,3.1788340769036,3.5600162193734954,13.422984235730723
2007-09-30,5.56928944352409,3.7007051035497565,1.6661675661102557,6.736954038151694,5.133736958488075,5.991651074108976,3.4049469660084473,0.13124426602824468,2.8657843375680323,2.6350280791646536,6.752814087941109,12.959754984234499
2007-12-31,4.887331932227707,5.3334004740213,1.280846913019504,5.596841780832659,4.043975934356373,5.518506563044154,2.292488426946662,0.16194684982814267,1.199059973451052,4.292481909876434,7.3423164341403115,12.476960030032918
2008-03-31,4.805667177983256,5.059535470415665,2.005925197737171,4.984370895475431,3.6051957156290726,6.382663566168279,1.326897258341236,-0.3193983205822646,0.5325071572576081,3.566254450414153,7.010074843174133,11.851603929079005
2008-06-30,3.887844440100706,6.7088389720876505,2.6696511847716815,4.6547164695387995,4.183264998546447,6.979574338954802,1.9291367148863612,0.6329888019463179,1.4256223384733935,3.7025413433460423,7.4028537763070865,13.32298205394568
2008-09-30,2.3547673992746923,6.464349701563129,3.205343253620001,5.5849612442631855,5.5268728742550595,7.433286503797964,2.295328279504634,0.6886105307458976,2.227330796756689,2.703022654745515,5.840706686986307,12.18380110219194
2008-12-31,1.8902472842324731,6.043828474819884,2.2815612868455037,4.871360151474128,4.5578580574976275,6.94122985663733,2.747646937109537,2.007893989871506,0.8700534399986761,2.393551390479885,2.0925625125006406,7.467212779460852
2009-03-31,0.6798307283824307,4.139408340625523,-0.6410628865020396,3.7217675713630896,-0.31089256744566773,5.8229189579357055,2.858676679600112,1.235100886490994,-1.684265629404513,1.8597893624275113,-1.1337178562790848,0.6295510115637102
2009-06-30,0.16647090470038983,3.7837552707679745,1.5848942466198617,4.641004040900352,1.4265999316077371,6.660234116413408,3.095240347220824,0.8010432073322744,0.03452155786934474,4.794340210329561,-0.20627547159826598,3.1030087512476614
2009-09-30,1.641785445574904,3.5523717736377476,3.2589778067316795,4.787229549864213,2.1937382743316807,6.537640755891179,2.995599590804561,-0.033486962007375665,1.2489151997477288,5.191230332265448,0.901869003436945,8.013620640566419
2009-12-31,1.586558375244865,3.7726294529632485,2.948439425589237,3.7058823852006118,1.6931469701698374,5.138846471941836,2.09022397280878,0.08732232952203445,0.254756713755111,5.802500299210576,-1.1589635629246327,8.072584046965373
2010-03-31,2.894733700526589,4.264199763288163,2.858887907887186,3.9806872484314515,2.8170729604897025,6.519628092314018,0.47083665465488433,-0.6228872579064484,-0.07274820287209671,5.112184835549366,-0.09079410206081162,10.420319211364976
2010-06-30,2.2100903585722995,4.9892669696171765,2.6829879871845903,3.5269815925192036,3.0971240056551244,7.104161698560331,0.44853885274343375,0.26324319599144785,-1.713481399178228,4.171522039077763,1.2370151522119515,9.936973756472845
2010-09-30,3.475255872972795,5.576595947490549,3.650550725567491,3.368599019219276,1.5425333210518373,6.605272249850496,-0.041511690832168324,-0.35509985340901973,-1.7603951643334277,4.7532242388397,2.4261528421296057,10.984549611966342
2010-12-31,5.742241127802234,5.871126420383228,3.451986342973131,3.6108442060456003,0.8707215483765829,5.789049880760254,0.21627842715385204,0.4610858492368144,-0.9168264908129475,4.641162497817059,4.066857027341989,13.044388653998961
2011-03-31,5.632566165410898,5.548228154078693,3.8914143790134417,3.5475900479502407,0.9614125492018664,5.992479180951246,0.2794029173713459,0.5410432210616662,-0.9283830260531714,4.5026398383508415,5.453690297176496,11.824702834390257
2011-06-30,5.6067361379501035,4.766745202401204,3.8294960655411145,3.944330145476285,1.8049050776703321,5.806914890934293,1.7386826213971998,1.2754264216907052,-1.1697645002584216,4.516042576377211,6.092266074064099,11.175637323971907
2011-09-30,3.108693214089129,3.359470445957224,1.316261162083928,4.123691722463257,-0.9587010609858355,4.702407435425917,1.1635248040623818,0.16820565226681694,-1.9797605971644157,3.6415855553440517,3.6349196861271946,7.111333558816459
2011-12-31,0.5640022180357773,4.342727707594877,-0.8009801698151935,2.260232583303376,-1.243766058231409,4.01602511107237,1.482093347333358,0.3234129451303406,-1.1037160975644942,4.263755036357767,3.821501397641607,5.490393728493791
2012-03-31,-0.5504702438111,4.676435268757943,-1.8415369285755463,1.0137613422693708,-2.4548274846302958,5.415187524218334,1.2245972885658276,1.001765979589394,-0.944127946868472,2.2112205755255183,3.1820593104760158,4.490135860034773
2012-06-30,-0.5370068428028603,3.574180358896233,-1.9089557799939558,1.9878312865995709,-0.5957413011506247,4.921200119910097,1.7953668333781299,1.821204020863675,-0.9443214960206263,4.362681701068663,1.74466075960503,3.491605303553351
2012-09-30,-0.2161174500918892,2.9769619095255404,-1.4119320119756984,3.9567491834287836,0.2183090490955255,6.207466181070087,1.435871981423235,1.9166917220955348,0.03778888345837883,2.588217075509559,1.857948888407625,3.474207063743288
2012-12-31,-1.9027020248783382,2.563779639250361,-2.0139625334242233,2.157620535910723,-0.0924446605625171,2.9905043985302973,0.691488666970641,1.1485014828692213,-0.34950744463928674,1.850911700591796,0.7648049229747698,1.3800832538535328
2013-03-31,-1.3874170051792483,4.480903392732491,-1.1596205550585919,3.15286811825877,1.326345516428323,4.86305522608137,0.990012363622983,1.5253260343952517,0.3558887595178386,1.9132741345556767,1.4844651113425522,1.5896162387053003
2013-06-30,1.0814525444427452,4.7942566935789035,1.2882972810212001,3.1154834762156987,3.574584901857813,5.193697799309026,1.0008384883605568,2.4028465126349894,0.46762539948415194,3.234163070389509,2.280617400106072,2.2582263838385828
2013-09-30,1.0341774462578686,4.036026520020401,-0.600480370529032,2.9681802997962534,1.2288935668441576,3.5699878372563987,0.3795237835312406,1.894915928289671,0.25992343074499,3.437380188755096,1.4602989322174502,-2.35368764558347
2013-12-31,1.9281895970973548,4.882463985069531,-1.8680147258485351,3.17379820222364,2.268163431702008,2.492364894597984,0.7078700865570593,3.7381708967850926,1.0767707597269105,4.659475787417129,1.2739584291042032,-1.7840803360142061
2014-03-31,1.7858692185517935,5.188262279483406,-4.196423198968518,2.915433399690568,0.09061227063012112,1.9471126721594465,0.18070844110213868,1.1327732782046276,0.18570095941035136,3.039729730835145,0.37157657590176196,-4.933917409773401
2014-06-30,2.12718143622676,6.426196916932259,-3.535910459676489,4.0242608324126525,2.5369484079532647,3.4831103561245613,0.8565720301748387,-1.1016021025748097,2.2897724164952846,4.552011680083995,0.7123424876088893,-5.0346906556173
2014-09-30,2.1599445598649747,5.5610515598132055,-4.2985324485286185,3.949400074633428,1.502724910489424,2.6895429358762497,1.5058447642063955,-3.1271674201041395,2.131565677445207,4.509734883679653,1.0794726719590695,-7.147778792620425
2014-12-31,1.7617510967994003,5.629379001146928,-5.006233535398566,2.841834014683368,1.7928820715134446,3.7768921100506714,1.721003325733334,-4.594697261520938,3.580800713935074,5.076528608444658,1.320003066395866,-6.323020694124238
