Date,Food and non-alcoholic beverages,Alcohol and tobacco,Clothing and footwear,Housing excluding household energy,"Furnishings, household equipment and services",Health,Transport excluding automotive fuel,Communication,Recreation and culture,Education,Insurance and financial services,Energy
2005-09-30,4.372130287030147,3.6698658779990563,0.8341380341657454,4.605006693801117,2.166902016342296,1.4630530125006405,1.0766355961347243,-1.4561606339508701,3.210286803437814,0.7016980825973158,1.7820970513165673,17.9466913119034
2005-12-31,4.921813635015378,3.7737366145550126,0.5677763236836562,3.208851320702368,2.1257970796326875,2.378584681632331,0.7257898944764758,-0.999763418312102,1.6003613733942301,0.9431274002198727,2.59820947942011,4.466775727319097
2006-03-31,5.11844812210904,3.5613791135126984,1.0353362067494922,3.847506748382316,2.9340547649121334,2.350767375778293,1.8711208864227877,0.0598444511932492,2.4851019309411946,0.9799780745740804,1.750318194076151,9.190225623194411
2006-06-30,5.347027364863822,3.623806430595062,1.1279065654259859,4.011732421556891,2.7468041164691113,2.308346124432701,1.84050710007426,0.3726735864935137,2.1951909065319715,0.7205170900802239,2.6734573787711513,9.756122324644302
2006-09-30,5.080971997014568,3.561224316209552,1.3253885405848798,3.7797644597769056,3.103455114445417,2.5194394950454724,2.1233961801432457,1.0728738211684306,2.1818279968089547,0.7223929755702947,2.32830227703222,6.274241548379896
2006-12-31,4.683409349848398,3.9131829566686527,1.0067025445589983,2.879308928799884,2.445436663555636,3.0556047511251188,1.2727355316676618,1.210778515686877,0.985574780235463,0.9395120129759571,2.4879288420457164,-2.869084793604351
2007-03-31,4.226106342536559,3.845846698888041,1.4833796888580024,4.66574316805567,2.649805500945863,2.451864261560013,1.6953729462375473,0.8008781978573472,1.8502394168042535,0.7266638973717982,2.6444074032553626,7.887223922978649
2007-06-30,4.407833469850218,3.7927292617721946,1.8353215372020126,4.794752854588587,3.1259888003138316,2.5515691024213316,2.087781508776088,0.6530083565502959,1.8561762766492718,0.6248785915436897,3.3066679503130914,8.067722324701894
2007-09-30,4.195010002333921,3.8231943327642073,1.9646927254972486,5.436885054417118,3.094691617970687,2.3366161168389885,2.248791623528051,0.37194850689266373,2.2153498741964412,0.5093367342043921,3.9180936319137545,9.558686629544148
2007-12-31,3.791087838421771,4.112407879627474,1.9282653435543406,5.926428609721018,2.8656704949096388,2.22710669631796,2.013571199864215,0.24123347985683444,2.0285698757125266,0.4625867049554474,4.077135124829242,12.163912878684965
2008-03-31,3.8973163910775575,4.196298977408237,2.075822066027854,6.495924024750282,2.807555205230548,2.056556299698183,2.1940509491285205,0.1653540896168373,2.2765274269448734,0.42293006371359443,3.913876439299784,15.069243786431251
2008-06-30,3.6174470800650127,4.259616291863788,2.275640980312736,6.049621202504902,3.1148366627607365,2.461635955509797,2.2999328353015773,0.4390098862762474,1.7502736411674962,0.5017406152702192,3.4367490023891296,10.677201201084785
2008-09-30,3.709761659723278,4.220724746462842,2.367294210290323,7.524742834272895,3.1093054570363106,2.0005940985603834,2.5591483828815536,0.5558990595390595,2.416204629482089,0.31119263541740527,3.138416663504647,14.838038356887136
2008-12-31,3.489874878215789,4.5521656519427705,1.8237676048082,4.679803423047645,2.7952946567085095,3.1553269598862705,1.4767128593205594,0.9723063037720969,0.3611067028419982,0.7656418555061462,2.3219574840433337,-3.6827224172804365
2009-03-31,3.408559027789563,4.378130611842543,1.9574333013732605,3.622393178371306,3.248942630579182,3.453067586313436,1.617771581945584,0.9176014203783984,0.12720752180088618,0.8281317449885177,2.129264309946188,-5.33114522342885
2009-06-30,3.0152185258611137,4.123860196170936,2.3408491758675893,5.088084635333995,3.5005131923939325,2.7557021165834645,2.1950644603529943,0.6159586536075926,1.193114293518887,0.5423342175992327,2.051491315775137,6.394378919431025
2009-09-30,2.713207424451463,4.143184907404117,2.356733202471582,6.876804519764174,3.1323774488081693,1.8381079255860886,2.3142180344546026,0.1049712493413017,2.1392871539719422,0.24905814474173654,2.362121169743948,18.804219985359886
2009-12-31,2.562175658363286,4.514407042072673,1.6080316523145903,4.547963588048735,2.324844213470816,2.59772141453987,1.0006528325122934,0.02442600257835248,0.48348396248200853,0.570838519240036,2.03897247126694,6.010133065559513
2010-03-31,2.346490609675114,4.671055811888419,1.362167570051912,4.351238957450969,2.023843896807528,2.5981244149316796,0.6116949213792628,-0.21683794174026055,0.1871199802396718,0.5901438910330539,2.1803049811612745,7.138467671760756
2010-06-30,2.372594650899898,4.667417325086963,1.4834744171506618,4.278662308891853,2.130315054328124,2.8177303997385996,0.6052778265023765,-0.15449458575307423,-0.2503027370487125,0.6189393450355412,1.69674960081249,3.6401693768509413
2010-09-30,2.366510618594427,4.531459304185713,1.9631041355507814,5.581519014834363,2.3390350462354226,2.2729256493383705,1.1495859445888619,-0.23568359263631594,0.7631278185528181,0.4511316763033522,2.074272447606578,10.79580477351446
2010-12-31,2.242886294981529,4.834015350459559,1.4904978460341192,3.8371092024602143,1.501246011458925,2.6338436663166593,0.03311085095877192,0.14562306299025934,-0.38328565037931267,0.6447467676541592,1.7796128040282961,4.949373923171388
2011-03-31,2.1545728936214914,4.669644976560395,1.9769749087477821,4.510691004708917,1.8323943555554036,2.141049146365652,0.5986198310799966,0.3473591873981201,0.5832175716602951,0.4571382441397377,2.2639433413530052,13.814589065003023
2011-06-30,2.0520029372937483,4.495661686718104,2.236119033487147,3.5060542021007506,2.310175744237511,2.6817609892529592,0.8595562786515412,0.9233767600952241,0.09253092852659295,0.5654194181698696,2.4657781276860975,6.430472267446646
2011-09-30,1.5938378400862567,4.378877539900074,2.3889403313220754,3.816332722819714,2.3131781081600424,2.3301537346539396,1.3515999656657596,0.8271308272287909,0.7397376670607345,0.45838588306379463,2.4976640598373927,10.646278224385293
2011-12-31,1.1321847690128994,4.666971580728082,1.9167545930831158,2.7183503724451192,1.8859154464928574,2.67371188610702,0.7105907714546777,1.5514450385608112,-0.09196543300942628,0.5954739367456985,2.583545364915314,4.751610162661773
2012-03-31,0.9686319386936468,4.653695892818459,2.0589858539182964,2.847530385786379,2.2180714492957154,2.733718797284685,1.101955650663739,1.2021285678941132,0.07331219521918501,0.5815789460053871,2.676513309974295,5.662910948801737
2012-06-30,1.2149875811278554,4.445190018296028,2.3244826451731573,3.1255885641096732,2.6483161211141883,2.735224753937615,1.6948401919890883,1.2603107907178974,0.5337308989761383,0.4954039485201941,2.3626786281387213,5.677505535538323
2012-09-30,1.2248572773340374,4.482978449941268,2.324966400061677,4.101315079668141,2.6088340569623125,2.466504217932572,1.7274231845456856,1.6517235168667828,1.3335317737103283,0.3760813154949995,2.2062797885161634,10.522067588190987
2012-12-31,0.836412562824151,4.861444121045002,1.7824692154951547,3.1915147349341995,1.7954731092718816,2.5896733523483966,0.6966185042263475,2.0718249432652662,0.6647713223829262,0.499060290932037,2.5589198649765925,4.979065845108605
