trading_class,expiration,strike,type,bid,ask,last,close,conId,spot_price,snapshot_date,r,q,expiry_date,ttm,mid,rate,div_yld,spread_pct,label,model_price,error
01,20260813,700.0,call,160.5,204.3,185.75,178.72,854608925,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,182.4,0.0291,0.0079,24.013157894736846,Aug 2026,182.48833004386853,0.08833004386852394
01,20260813,702.5,call,157.0,202.1,,176.55,883683631,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,179.55,0.0291,0.0079,25.1183514341409,Aug 2026,180.2325381725328,0.6825381725327873
01,20260813,705.0,call,154.85,199.9,,174.37,854608932,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,177.375,0.0291,0.0079,25.398167723749125,Aug 2026,177.98610725199111,0.6111072519911147
01,20260813,707.5,call,152.8,197.7,,172.25,883683636,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,175.25,0.0291,0.0079,25.620542082738933,Aug 2026,175.74928664836295,0.4992866483629541
01,20260813,710.0,call,150.7,195.55,,170.05,854608942,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,173.125,0.0291,0.0079,25.906137184115533,Aug 2026,173.52232658851045,0.39732658851045244
01,20260813,712.5,call,148.65,193.25,183.0,167.91,883683646,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,170.95,0.0291,0.0079,26.089499853758404,Aug 2026,171.30547792855762,0.35547792855763305
01,20260813,715.0,call,146.55,190.95,,165.77,854608949,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,168.75,0.0291,0.0079,26.3111111111111,Aug 2026,169.09899191891327,0.34899191891327064
01,20260813,717.5,call,144.65,188.75,181.15,163.65,883683654,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,166.7,0.0291,0.0079,26.45470905818836,Aug 2026,166.90311996624743,0.2031199662474421
01,20260813,720.0,call,142.45,186.7,,161.53,854608959,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,164.575,0.0291,0.0079,26.887437338599426,Aug 2026,164.7181133928764,0.14311339287641545
01,20260813,722.5,call,140.6,184.45,176.85,159.42,883683660,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,162.52499999999998,0.0291,0.0079,26.98046454391632,Aug 2026,162.54422319402576,0.019223194025784096
