trading_class,expiration,strike,type,bid,ask,last,close,conId,spot_price,snapshot_date,r,q,expiry_date,ttm,mid,rate,div_yld,spread_pct,label,model_price,error
01,20260813,700.0,call,160.5,204.3,185.75,178.72,854608925,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,182.4,0.0291,0.0079,24.013157894736846,Aug 2026,181.1443688527736,-1.25563114722641
01,20260813,702.5,call,157.0,202.1,,176.55,883683631,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,179.55,0.0291,0.0079,25.1183514341409,Aug 2026,178.94318164897368,-0.6068183510263339
01,20260813,705.0,call,154.85,199.9,,174.37,854608932,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,177.375,0.0291,0.0079,25.398167723749125,Aug 2026,176.7509602990491,-0.6240397009509024
01,20260813,707.5,call,152.8,197.7,,172.25,883683636,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,175.25,0.0291,0.0079,25.620542082738933,Aug 2026,174.5679016402859,-0.6820983597141037
01,20260813,710.0,call,150.7,195.55,,170.05,854608942,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,173.125,0.0291,0.0079,25.906137184115533,Aug 2026,172.39420385199912,-0.7307961480008771
01,20260813,712.5,call,148.65,193.25,183.0,167.91,883683646,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,170.95,0.0291,0.0079,26.089499853758404,Aug 2026,170.2300663388469,-0.7199336611530782
01,20260813,715.0,call,146.55,190.95,,165.77,854608949,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,168.75,0.0291,0.0079,26.3111111111111,Aug 2026,168.07568960927742,-0.6743103907225816
01,20260813,717.5,call,144.65,188.75,181.15,163.65,883683654,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,166.7,0.0291,0.0079,26.45470905818836,Aug 2026,165.93127514910378,-0.7687248508962057
01,20260813,720.0,call,142.45,186.7,,161.53,854608959,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,164.575,0.0291,0.0079,26.887437338599426,Aug 2026,163.79702529033017,-0.7779747096698202
01,20260813,722.5,call,140.6,184.45,176.85,159.42,883683660,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,162.52499999999998,0.0291,0.0079,26.98046454391632,Aug 2026,161.67314307525683,-0.8518569247431458
01,20260813,725.0,call,138.6,182.45,,157.32,854608967,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,160.52499999999998,0.0291,0.0079,27.316617349322534,Aug 2026,159.5598321160031,-0.9651678839968838
01,20260813,727.5,call,136.75,180.25,172.65,155.23,883683671,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,158.5,0.0291,0.0079,27.444794952681388,Aug 2026,157.45729644951524,-1.0427035504847595
01,20260813,730.0,call,134.6,178.1,,153.15,854608973,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,156.35,0.0291,0.0079,27.82219379597058,Aug 2026,155.36574038822468,-0.9842596117753146
01,20260813,732.5,call,132.6,175.85,168.4,151.09,883683677,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,154.225,0.0291,0.0079,28.043443021559412,Aug 2026,153.28536836645387,-0.9396316335461279
01,20260813,735.0,call,130.8,173.75,,149.03,854608982,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,152.275,0.0291,0.0079,28.20554917090789,Aug 2026,151.21638478274053,-1.0586152172594723
01,20260813,737.5,call,128.5,171.6,164.25,146.98,883683684,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,150.05,0.0291,0.0079,28.723758747084297,Aug 2026,149.15899383826573,-0.8910061617342819
01,20260813,740.0,call,126.6,169.45,,144.95,854608988,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,148.02499999999998,0.0291,0.0079,28.947812869447727,Aug 2026,147.11339937153355,-0.9116006284664309
01,20260813,742.5,call,124.7,167.25,,142.92,883683694,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,145.975,0.0291,0.0079,29.14882685391334,Aug 2026,145.07980468952894,-0.8951953104710526
01,20260813,745.0,call,122.75,165.05,,140.91,854608997,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,143.9,0.0291,0.0079,29.395413481584438,Aug 2026,143.0584123955552,-0.8415876044448112
01,20260813,747.5,call,120.8,162.9,154.1,138.91,883683701,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,141.85,0.0291,0.0079,29.679238632358132,Aug 2026,141.04942421398428,-0.8005757860157132
01,20260813,750.0,call,120.3,160.8,,136.92,854609007,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,140.55,0.0291,0.0079,28.815368196371406,Aug 2026,139.05304081215922,-1.4969591878407869
01,20260813,752.5,call,117.05,158.7,,134.94,883683711,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,137.875,0.0291,0.0079,30.20852221214868,Aug 2026,137.0694616197165,-0.8055383802835081
01,20260813,755.0,call,115.35,156.8,,132.97,854609012,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,136.075,0.0291,0.0079,30.461142752158754,Aug 2026,135.09888464559063,-0.9761153544093588
01,20260813,757.5,call,113.35,154.7,,131.02,883683717,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,134.02499999999998,0.0291,0.0079,30.85245290057825,Aug 2026,133.1415062929918,-0.8834937070081708
01,20260813,760.0,call,111.5,152.65,,129.08,854609022,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,132.075,0.0291,0.0079,31.15653984478517,Aug 2026,131.19752117265955,-0.8774788273404397
01,20260813,762.5,call,109.5,150.55,,127.15,883683727,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,130.025,0.0291,0.0079,31.57085175927707,Aug 2026,129.26712191470043,-0.7578780852995806
01,20260813,765.0,call,107.7,148.55,140.1,125.23,854609028,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,128.125,0.0291,0.0079,31.8829268292683,Aug 2026,127.35049897933467,-0.7745010206653262
01,20260813,767.5,call,105.9,146.5,,123.45,883683732,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,126.2,0.0291,0.0079,32.17115689381933,Aug 2026,125.4478404668968,-0.752159533103196
01,20260813,770.0,call,104.1,144.5,,121.44,854609038,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,124.3,0.0291,0.0079,32.502011263073214,Aug 2026,123.55933192742302,-0.7406680725769803
01,20260813,772.5,call,102.2,142.45,,119.56,883683742,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,122.32499999999999,0.0291,0.0079,32.9041487839771,Aug 2026,121.68515617019035,-0.6398438298096352
01,20260813,775.0,call,100.6,140.5,,117.7,854609045,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,120.55,0.0291,0.0079,33.09829946080465,Aug 2026,119.82549307358312,-0.7245069264168791
01,20260813,777.5,call,98.7,138.5,166.6,115.85,883683751,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,118.6,0.0291,0.0079,33.55817875210792,Aug 2026,117.98051939563263,-0.619480604367368
01,20260813,780.0,call,97.0,136.55,,114.02,854609055,872.49,2026-07-30,0.0291,0.0079,2026-08-13,0.038356164383561646,116.775,0.0291,0.0079,33.86855063155642,Aug 2026,116.15040858564161,-0.6245914143583917
